ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-03-14T00:00:00Z,2014.7740516543681,577.6676338422468,577.6676338422468,577.6676338422468,218.02919768154217,218.02919768154217,218.02919768154217,359.6384361607047,359.6384361607047,359.6384361607047,0,0,0,109.90242810233971,5421.70477733659,2014.7740516543681,2014.7740516543681,2592.441685496615
2022-03-15T00:00:00Z,2015.2095552206886,1139.3825474399205,1139.3825474399205,1139.3825474399205,784.953558772062,784.953558772062,784.953558772062,354.42898866785873,354.42898866785873,354.42898866785873,0,0,0,320.1391825727784,5966.180389083313,2015.2095552206886,2015.2095552206886,3154.5921026606093
2022-03-16T00:00:00Z,2015.645058787009,1146.3529925302669,1146.3529925302669,1146.3529925302669,801.7803570264883,801.7803570264883,801.7803570264883,344.57263550377843,344.57263550377843,344.57263550377843,0,0,0,626.7589644824932,5680.359993134305,2015.645058787009,2015.645058787009,3161.998051317276
2022-03-17T00:00:00Z,2016.0805623533295,1162.729754217769,1162.729754217769,1162.729754217769,832.4274927411833,832.4274927411833,832.4274927411833,330.30226147658544,330.30226147658544,330.30226147658544,0,0,0,466.12993706922464,6023.535808213575,2016.0805623533295,2016.0805623533295,3178.810316571098
2022-03-18T00:00:00Z,2016.5160659196492,1139.983747834437,1139.983747834437,1139.983747834437,828.0560808272977,828.0560808272977,828.0560808272977,311.9276670071396,311.9276670071396,311.9276670071396,0,0,0,289.0503725127402,5891.20967950272,2016.5160659196492,2016.5160659196492,3156.499813754086
2022-03-19T00:00:00Z,2016.9515694859697,-1118.6480856159958,-1118.6480856159958,-1118.6480856159958,-1408.4757928590154,-1408.4757928590154,-1408.4757928590154,289.82770724301986,289.82770724301986,289.82770724301986,0,0,0,-1924.2187048132887,3513.1362135359404,2016.9515694859697,2016.9515694859697,898.3034838699739
2022-03-20T00:00:00Z,2017.3870730522901,-1792.3298211117258,-1792.3298211117258,-1792.3298211117258,-2056.7708941960927,-2056.7708941960927,-2056.7708941960927,264.4410730843668,264.4410730843668,264.4410730843668,0,0,0,-2492.702001450717,2844.8556952444123,2017.3870730522901,2017.3870730522901,225.05725194056436
2022-03-21T00:00:00Z,2017.8225766186106,454.2851583831602,454.2851583831602,454.2851583831602,218.0291976832833,218.0291976832833,218.0291976832833,236.25596069987688,236.25596069987688,236.25596069987688,0,0,0,-314.7551754540649,5117.018355160284,2017.8225766186106,2017.8225766186106,2472.107735001771
2022-03-22T00:00:00Z,2018.258080184931,990.7524555217407,990.7524555217407,990.7524555217407,784.9535587718616,784.9535587718616,784.9535587718616,205.79889674987905,205.79889674987905,205.79889674987905,0,0,0,190.93452630623221,5682.848372238232,2018.258080184931,2018.258080184931,3009.010535706672
2022-03-23T00:00:00Z,2018.6935837512513,975.4033570535721,975.4033570535721,975.4033570535721,801.780357026669,801.780357026669,801.780357026669,173.62300002690318,173.62300002690318,173.62300002690318,0,0,0,210.57167097767663,5717.946525455489,2018.6935837512513,2018.6935837512513,2994.096940804823
